מפקד האוכלוסין 2008,,חזרה להסברים על הקובץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלשכה המרכזית לסטטיסטיקה,,חזרה לאינדקס משתנים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,תכונות גאוגרפיות ומשתנים דמוגרפיים ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
טל-אל,1181,1980,2,מחוז הצפון,24,נפת עכו,243,אזור יחיעם,,ללא שיוך למטרופולין,370,יישוב קהילתי,56,מועצה אזורית משגב,0.9,0.4,0.4,1,יהודים,98.6,41.3,53.6,5.2,42.8,51.7,5.5,39.5,55.6,4.8,973.0,31.0,29.0,33.0,73.8,26.2,71.2,28.8,76.6,23.4,78.1,21.9,5.9,66.3,26.3,1.6,42.5,4.2,11.0,37.2,5.2
טמרה (יזרעאל),547,,2,מחוז הצפון,23,נפת יזרעאל,233,רמת כוכב,,ללא שיוך למטרופולין,450,יישוב כפרי אחר לא יהודי,8,מועצה אזורית הגלבוע,1.3,0.7,0.7,2,מוסלמים,100.0,50.6,46.3,3.1,51.2,45.5,3.3,49.9,47.1,3.0,1356.5,17.0,17.0,18.0,58.3,41.7,60.0,40.0,56.7,43.3,,,,,,,,,,,
טנא,3743,1983,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,78,מועצה אזורית הר חברון,0.5,0.3,0.3,1,יהודים,97.4,39.5,58.8,1.6,41.0,56.8,2.2,38.0,60.9,1.1,843.0,23.0,23.0,23.0,60.4,39.6,62.9,37.1,58.0,42.0,82.8,17.2,22.7,46.5,16.9,13.9,49.6,6.0,18.7,19.0,6.7
יבול,1232,1981,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,38,מועצה אזורית אשכול,0.6,0.3,0.3,1,יהודים,99.4,51.0,49.0,,50.7,49.3,,51.4,48.6,,1088.1,16.0,16.0,16.0,71.8,28.2,70.2,29.8,73.5,26.5,94.6,5.4,21.2,55.2,23.6,,66.3,8.8,8.1,11.8,5.0
יגור,96,1922,3,מחוז חיפה,31,נפת חיפה,311,אזור חיפה,223,"מטרופולין חיפה, טבעת פנימית, גזרה דרומית",330,קיבוץ,12,מועצה אזורית זבולון,1.4,0.7,0.7,1,יהודים,94.7,22.1,64.3,13.6,22.0,66.5,11.4,22.3,62.0,15.7,636.9,32.0,30.0,33.0,45.7,54.3,45.4,54.6,45.9,54.1,83.5,16.5,40.8,28.0,10.7,20.4,51.3,4.5,3.4,35.1,5.7
יגל,798,1950,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",310,מושב,40,מועצה אזורית עמק לוד,0.7,0.4,0.4,1,יהודים,99.3,36.2,57.7,6.1,34.7,58.9,6.5,37.7,56.6,5.7,823.9,27.0,29.0,26.0,65.6,34.4,66.0,34.0,65.2,34.8,88.0,12.0,86.9,7.4,3.5,2.2,46.1,18.1,32.2,3.4,0.3
יד מרדכי,358,1943,6,מחוז הדרום,61,נפת אשקלון,614,אזור אשקלון,,ללא שיוך למטרופולין,330,קיבוץ,36,מועצה אזורית חוף אשקלון,0.6,0.3,0.3,1,יהודים,95.9,21.6,59.1,19.3,22.0,59.4,18.6,21.1,58.9,20.0,845.3,34.0,30.0,39.0,42.3,57.7,44.2,55.8,40.5,59.5,75.6,24.4,44.4,32.0,16.9,6.8,40.2,3.8,4.7,36.5,14.8
"יד רמב""ם",64,1955,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,30,מועצה אזורית גזר,0.9,0.5,0.5,1,יהודים,99.2,37.0,54.8,8.2,35.7,55.5,8.9,38.3,54.1,7.6,907.1,30.0,33.0,28.0,66.9,33.1,67.5,32.5,66.2,33.8,78.1,21.9,67.7,26.4,5.4,0.5,42.8,5.3,46.6,4.6,0.8
יובלים,1226,1982,2,מחוז הצפון,24,נפת עכו,241,אזור שפרעם,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",370,יישוב קהילתי,56,מועצה אזורית משגב,0.9,0.5,0.5,1,יהודים,99.4,32.2,63.5,4.4,32.4,62.1,5.5,32.0,64.8,3.2,695.9,35.0,34.0,35.0,65.4,34.6,66.0,34.0,64.8,35.2,88.9,11.1,38.5,35.6,22.0,4.0,51.4,4.5,4.1,35.0,5.0
יזרעאל,452,1948,2,מחוז הצפון,23,נפת יזרעאל,234,עמק יזרעאל,,ללא שיוך למטרופולין,330,קיבוץ,8,מועצה אזורית הגלבוע,0.5,0.3,0.3,1,יהודים,98.2,23.6,56.9,19.5,24.5,56.2,19.3,22.8,57.6,19.6,850.5,41.0,41.0,43.0,65.6,34.4,69.1,30.9,62.4,37.6,68.2,31.8,27.0,47.9,19.7,5.3,31.2,8.0,19.8,27.9,13.1
יטבתה,866,1951,6,מחוז הדרום,62,נפת באר שבע,625,הערבה,,ללא שיוך למטרופולין,330,קיבוץ,53,מועצה אזורית חבל אילות,0.6,0.3,0.3,1,יהודים,97.5,33.1,56.9,10.0,34.7,54.6,10.7,31.3,59.6,9.1,836.9,30.0,28.0,32.0,55.0,45.0,51.4,48.6,59.0,41.0,83.3,16.7,20.4,36.7,25.5,17.4,49.4,4.0,10.8,25.3,10.5
יכיני,811,1950,6,מחוז הדרום,61,נפת אשקלון,614,אזור אשקלון,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,37,מועצה אזורית שער הנגב,0.6,0.3,0.3,1,יהודים,98.6,31.3,55.0,13.8,30.2,56.7,13.1,32.4,53.1,14.5,874.8,30.0,31.0,30.0,56.1,43.9,53.3,46.7,59.2,40.8,82.3,17.7,93.9,4.1,2.0,,44.3,47.0,5.0,2.2,1.5
ינוב,753,1950,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,18,מועצה אזורית לב השרון,0.8,0.4,0.4,1,יהודים,99.6,33.7,58.6,7.7,36.6,56.4,6.9,30.3,61.2,8.5,802.3,30.0,29.0,31.0,58.6,41.4,56.5,43.5,60.8,39.2,82.9,17.1,52.9,32.3,9.2,5.5,46.7,8.7,30.7,10.4,3.6
ינון,2011,1952,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,310,מושב,33,מועצה אזורית באר טוביה,1.0,0.5,0.5,1,יהודים,99.6,32.8,57.2,10.0,35.3,56.1,8.6,30.2,58.4,11.4,857.3,28.0,28.0,29.0,58.4,41.6,57.6,42.4,59.2,40.8,84.1,15.9,80.2,14.5,3.1,2.1,45.8,42.6,6.8,3.0,1.8
יסוד המעלה,29,1883,2,מחוז הצפון,21,נפת צפת,211,עמק חולה,,ללא שיוך למטרופולין,350,יישוב כפרי אחר יהודי,99,מועצה מקומית,1.4,0.7,0.7,1,יהודים,98.6,33.4,55.8,10.8,34.4,55.4,10.3,32.4,56.3,11.3,908.2,34.0,32.0,35.0,58.7,41.3,60.9,39.1,56.7,43.3,87.1,12.9,62.0,25.5,11.1,1.3,56.9,10.1,10.5,18.5,4.0
יעד,1138,1975,2,מחוז הצפון,24,נפת עכו,241,אזור שפרעם,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",310,מושב,56,מועצה אזורית משגב,0.6,0.3,0.3,1,יהודים,99.8,40.2,59.1,0.6,43.8,55.2,0.9,36.4,63.2,0.3,754.4,27.0,25.0,30.0,67.8,32.2,70.8,29.2,65.1,34.9,90.4,9.6,18.1,53.8,21.3,6.9,62.7,5.1,4.6,21.4,6.3
יערה,795,1950,2,מחוז הצפון,24,נפת עכו,244,אזור אילון,,ללא שיוך למטרופולין,310,מושב,52,מועצה אזורית מעלה יוסף,0.5,0.3,0.3,1,יהודים,79.5,31.5,60.6,7.9,32.5,60.8,6.7,30.6,60.4,9.1,766.9,27.0,28.0,26.0,56.0,44.0,57.0,43.0,55.0,45.0,81.6,18.4,73.3,19.2,6.3,1.2,42.2,5.0,47.4,5.2,0.2
יפעת,134,1926,2,מחוז הצפון,23,נפת יזרעאל,234,עמק יזרעאל,,ללא שיוך למטרופולין,330,קיבוץ,9,מועצה אזורית עמק יזרעאל,0.8,0.5,0.4,1,יהודים,96.4,21.1,66.6,12.3,20.3,67.6,12.1,22.0,65.4,12.6,557.2,30.0,29.0,33.0,40.9,59.1,37.6,62.4,44.7,55.3,86.4,13.6,42.5,33.8,8.9,14.8,51.1,4.4,7.8,28.2,8.6
יצהר,3749,1983,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,72,מועצה אזורית שומרון,0.8,0.5,0.4,1,יהודים,100.0,55.5,43.8,0.6,53.5,46.0,0.5,58.0,41.2,0.8,1587.3,13.0,15.0,10.0,71.9,28.1,61.5,38.5,86.6,13.4,94.6,5.4,7.0,52.9,38.2,1.9,68.9,1.7,4.2,15.3,9.9
יציץ,759,1950,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,30,מועצה אזורית גזר,0.7,0.4,0.4,1,יהודים,99.0,30.4,60.7,8.9,29.0,64.6,6.3,31.8,56.7,11.5,754.2,28.0,27.0,28.0,57.8,42.2,54.8,45.2,61.1,38.9,85.0,15.0,76.7,12.2,7.5,3.7,49.0,7.6,38.0,4.3,1.1
יקום,417,1947,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",330,קיבוץ,19,מועצה אזורית חוף השרון,0.6,0.3,0.3,1,יהודים,96.0,22.0,64.3,13.7,22.2,66.8,11.0,21.8,61.8,16.4,617.9,34.0,33.0,35.0,51.1,48.9,51.5,48.5,50.7,49.3,76.0,24.0,48.6,41.2,8.7,1.5,40.1,3.0,5.1,30.8,21.0
יקיר,3647,1981,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,72,מועצה אזורית שומרון,1.1,0.6,0.5,1,יהודים,100.0,50.6,47.2,2.2,50.2,47.4,2.5,51.0,47.0,2.0,1219.6,17.0,17.0,16.0,73.0,27.0,72.3,27.7,73.7,26.3,90.2,9.8,25.4,53.4,16.8,4.4,59.0,7.5,7.8,18.4,7.3
יקנעם (מושבה),241,1935,2,מחוז הצפון,23,נפת יזרעאל,235,אזור יקנעם,242,"מטרופולין חיפה, טבעת חיצונית, גזרה מזרחית",310,מושב,13,מועצה אזורית מגידו,1.2,0.6,0.6,1,יהודים,98.3,30.6,61.9,7.4,32.0,60.7,7.3,29.2,63.1,7.6,692.2,30.0,30.0,31.0,56.0,44.0,56.5,43.5,55.5,44.5,89.8,10.2,49.6,26.1,14.2,10.1,57.7,5.6,6.5,26.4,3.8
ירחיב,718,1949,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",310,מושב,20,מועצה אזורית דרום השרון,0.7,0.4,0.4,1,יהודים,99.1,30.8,58.1,11.0,31.1,59.3,9.6,30.6,57.0,12.4,821.3,34.0,34.0,34.0,57.3,42.7,57.7,42.3,56.8,43.2,86.7,13.3,87.2,4.0,5.6,3.3,46.8,44.7,4.4,3.0,1.2
ישעי,805,1950,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,0.6,0.3,0.3,1,יהודים,99.2,33.0,55.1,11.9,34.5,54.2,11.3,31.4,56.0,12.6,924.8,30.0,31.0,30.0,59.5,40.5,60.3,39.7,58.9,41.1,81.5,18.5,85.5,3.7,8.1,2.8,43.0,47.4,5.1,1.5,3.0
ישרש,828,1950,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,30,מועצה אזורית גזר,0.8,0.4,0.4,1,יהודים,99.4,33.6,59.7,6.7,35.7,59.4,4.9,31.5,59.9,8.6,771.8,31.0,30.0,32.0,61.7,38.3,61.9,38.1,61.6,38.4,84.5,15.5,65.9,23.1,7.8,3.2,44.3,8.3,36.6,8.5,2.4
יתד,1227,1981,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,38,מועצה אזורית אשכול,0.7,0.3,0.4,1,יהודים,99.9,55.7,44.3,,52.8,47.2,,58.5,41.5,,1423.7,15.0,14.0,16.0,61.9,38.1,69.1,30.9,56.0,44.0,95.8,4.2,26.5,52.3,18.5,2.7,69.1,8.3,8.1,9.0,5.6
כברי,576,1949,2,מחוז הצפון,24,נפת עכו,245,אזור נהרייה,,ללא שיוך למטרופולין,330,קיבוץ,4,מועצה אזורית מטה אשר,0.8,0.4,0.4,1,יהודים,96.6,20.5,63.0,16.5,20.2,65.8,14.0,20.8,60.3,18.9,672.4,38.0,36.0,40.0,47.0,53.0,47.1,52.9,46.9,53.1,76.6,23.4,42.9,48.8,7.2,1.1,39.7,6.9,7.0,31.0,15.4
כוכב השחר,3564,1977,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,73,מועצה אזורית מטה בנימין,1.4,0.8,0.6,1,יהודים,99.9,54.8,44.3,0.9,59.4,39.9,0.7,48.9,50.0,1.1,1433.7,16.0,15.0,18.0,63.1,36.9,55.3,44.7,73.8,26.2,86.1,13.9,4.9,33.5,47.7,13.9,54.6,3.8,8.4,18.6,14.7
כוכב מיכאל,824,1950,6,מחוז הדרום,61,נפת אשקלון,614,אזור אשקלון,,ללא שיוך למטרופולין,310,מושב,36,מועצה אזורית חוף אשקלון,0.7,0.3,0.4,1,יהודים,99.7,33.0,59.0,8.0,35.5,57.3,7.3,30.6,60.7,8.6,739.5,30.0,30.0,30.0,60.0,40.0,62.6,37.4,57.6,42.4,81.4,18.6,28.9,60.4,6.5,4.1,43.8,9.0,11.8,14.2,21.2
כמאנה,1331,,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",450,יישוב כפרי אחר לא יהודי,56,מועצה אזורית משגב,1.2,0.6,0.6,2,מוסלמים,99.9,44.5,52.5,3.0,43.8,53.4,2.8,45.2,51.6,3.2,1066.3,20.0,21.0,20.0,62.3,37.7,60.7,39.3,63.9,36.1,,,,,,,,,,,
כמון,1201,1980,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",370,יישוב קהילתי,56,מועצה אזורית משגב,1.2,0.6,0.6,1,יהודים,98.3,43.7,55.1,1.2,43.9,54.3,1.8,43.6,55.8,0.7,1011.3,20.0,19.0,21.0,56.2,43.8,56.3,43.7,56.1,43.9,91.3,8.7,16.1,50.6,28.5,4.8,61.4,4.0,5.2,20.7,8.6
כנרת (מושבה),63,1909,2,מחוז הצפון,22,נפת כנרת,221,כינרות,,ללא שיוך למטרופולין,350,יישוב כפרי אחר יהודי,6,מועצה אזורית עמק הירדן,0.6,0.3,0.3,1,יהודים,96.8,28.8,59.0,12.2,31.0,59.0,10.0,26.4,58.9,14.7,781.4,30.0,27.0,37.0,51.2,48.8,49.2,50.8,53.3,46.7,88.0,12.0,42.2,30.7,13.2,13.9,59.2,8.3,7.2,21.3,4.1
כנרת (קבוצה),57,1908,2,מחוז הצפון,22,נפת כנרת,221,כינרות,,ללא שיוך למטרופולין,330,קיבוץ,6,מועצה אזורית עמק הירדן,0.6,0.3,0.3,1,יהודים,96.3,29.3,53.5,17.3,32.2,55.1,12.8,26.3,51.8,21.9,986.8,33.0,29.0,36.0,53.2,46.8,54.9,45.1,51.7,48.3,82.9,17.1,45.6,22.3,25.1,7.0,51.0,6.7,7.1,29.7,5.5
כפר אביב,857,1951,4,מחוז המרכז,44,נפת רחובות,441,אזור רחובות,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,32,מועצה אזורית גדרות,0.7,0.4,0.3,1,יהודים,99.4,30.1,61.3,8.6,31.8,59.2,9.0,28.3,63.5,8.2,705.7,33.0,32.0,33.0,62.1,37.9,63.1,36.9,61.1,38.9,82.8,17.2,63.1,23.4,7.6,5.9,46.5,6.0,15.6,26.2,5.7
כפר אוריה,364,1944,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,0.5,0.3,0.3,1,יהודים,99.8,37.4,56.9,5.7,41.5,54.0,4.5,32.9,60.1,7.0,885.2,27.0,23.0,31.0,54.0,46.0,55.1,44.9,52.9,47.1,87.6,12.4,71.2,17.3,9.8,1.7,53.6,18.5,12.7,12.3,3.1
כפר אחים,690,1949,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,310,מושב,33,מועצה אזורית באר טוביה,0.6,0.3,0.3,1,יהודים,99.8,32.5,63.4,4.1,31.6,65.9,2.6,33.4,61.0,5.6,709.7,30.0,30.0,30.0,63.8,36.2,65.0,35.0,62.6,37.4,90.6,9.4,64.8,30.4,4.7,,54.9,8.6,13.3,22.5,0.7
כפר ביאליק,220,1934,3,מחוז חיפה,31,נפת חיפה,311,אזור חיפה,222,"מטרופולין חיפה, טבעת פנימית, גזרה מזרחית",350,יישוב כפרי אחר יהודי,12,מועצה אזורית זבולון,0.7,0.4,0.4,1,יהודים,96.2,37.2,49.4,13.5,42.2,46.3,11.5,32.0,52.5,15.5,1274.5,26.0,22.0,30.0,49.5,50.5,54.2,45.8,45.6,54.4,81.6,18.4,55.9,19.1,19.3,5.6,44.4,4.0,11.9,36.2,3.4
"כפר ביל""ו",177,1932,4,מחוז המרכז,44,נפת רחובות,441,אזור רחובות,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,30,מועצה אזורית גזר,1.2,0.6,0.6,1,יהודים,98.8,27.5,61.0,11.5,27.1,62.1,10.8,27.9,59.9,12.2,713.1,34.0,33.0,34.0,63.2,36.8,62.9,37.1,63.5,36.5,87.1,12.9,59.9,23.6,13.3,3.3,54.3,5.3,6.3,30.6,3.6
כפר בן נון,2010,1952,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,30,מועצה אזורית גזר,0.5,0.3,0.3,1,יהודים,100.0,34.7,60.6,4.7,37.6,58.6,3.8,31.7,62.6,5.8,748.0,32.0,31.0,32.0,63.0,37.0,65.6,34.4,60.7,39.3,85.6,14.4,46.0,42.8,7.3,3.9,49.1,6.1,8.5,31.3,4.9
כפר גלעדי,76,1916,2,מחוז הצפון,21,נפת צפת,211,עמק חולה,,ללא שיוך למטרופולין,330,קיבוץ,1,מועצה אזורית הגליל העליון,0.7,0.3,0.3,1,יהודים,95.8,16.8,68.6,14.6,19.2,67.8,13.0,14.4,69.5,16.1,490.7,31.0,30.0,33.0,44.6,55.4,45.0,55.0,44.1,55.9,84.7,15.3,44.6,24.8,22.2,8.4,52.7,3.6,6.2,30.4,7.1
כפר החורש,192,1933,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,242,"מטרופולין חיפה, טבעת חיצונית, גזרה מזרחית",330,קיבוץ,9,מועצה אזורית עמק יזרעאל,0.5,0.3,0.3,1,יהודים,98.1,22.1,67.7,10.2,21.3,70.2,8.6,22.9,65.3,11.8,567.3,32.0,31.0,33.0,50.1,49.9,49.8,50.2,50.4,49.6,76.6,23.4,49.9,16.5,33.6,,45.5,3.5,5.2,40.5,5.3
כפר הנגיד,582,1949,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,27,מועצה אזורית גן רווה,1.2,0.6,0.6,1,יהודים,98.9,28.7,63.2,8.1,28.6,64.2,7.2,28.7,62.3,9.0,653.4,32.0,32.0,33.0,57.6,42.4,57.0,43.0,58.2,41.8,86.7,13.3,67.0,24.9,6.6,1.5,49.3,10.8,8.3,28.5,3.1
כפר הנשיא,443,1948,2,מחוז הצפון,21,נפת צפת,213,אזור חצור,,ללא שיוך למטרופולין,330,קיבוץ,1,מועצה אזורית הגליל העליון,0.8,0.4,0.4,1,יהודים,96.9,19.2,65.8,15.0,19.8,67.0,13.2,18.5,64.7,16.8,577.9,32.0,30.0,34.0,38.2,61.8,36.7,63.3,39.7,60.3,72.5,27.5,44.0,37.9,13.1,5.0,34.2,3.1,7.6,38.8,16.4
כפר הס,187,1933,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,18,מועצה אזורית לב השרון,1.4,0.7,0.7,1,יהודים,99.3,36.6,55.5,7.9,37.0,55.0,8.0,36.2,56.0,7.8,874.8,33.0,32.0,34.0,68.1,31.9,67.0,33.0,69.2,30.8,92.6,7.4,42.7,33.6,20.5,3.2,61.3,4.1,5.6,24.5,4.4
"כפר הרא""ה",217,1934,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,16,מועצה אזורית עמק חפר,1.2,0.8,0.5,1,יהודים,99.6,49.2,43.7,7.1,60.7,33.5,5.8,30.3,60.6,9.1,1399.4,18.0,16.0,26.0,51.9,48.1,41.8,58.2,67.2,32.8,87.9,12.1,28.3,28.5,19.7,23.5,56.9,5.7,13.4,19.1,4.9
"כפר הרי""ף",888,1956,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,310,מושב,35,מועצה אזורית יואב,0.7,0.3,0.3,1,יהודים,97.5,36.5,58.6,4.9,36.9,59.6,3.6,36.1,57.6,6.3,804.4,28.0,27.0,30.0,63.0,37.0,64.4,35.6,61.6,38.4,85.8,14.2,69.6,16.2,10.1,4.1,50.5,9.8,13.1,23.5,3.2
כפר ויתקין,190,1933,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,16,מועצה אזורית עמק חפר,1.8,0.9,0.9,1,יהודים,99.6,33.4,57.9,8.8,33.4,58.1,8.5,33.3,57.6,9.1,793.5,30.0,30.0,31.0,56.3,43.7,57.2,42.8,55.5,44.5,92.3,7.7,36.5,30.4,18.1,15.1,64.7,4.1,5.5,21.0,4.8
כפר ורבורג,320,1939,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,310,מושב,33,מועצה אזורית באר טוביה,0.9,0.4,0.5,1,יהודים,99.1,34.2,57.6,8.2,33.7,56.3,9.9,34.7,58.8,6.5,799.8,33.0,33.0,32.0,69.4,30.6,70.4,29.6,68.5,31.5,91.0,9.0,63.1,18.7,12.0,6.3,59.0,5.4,8.4,24.6,2.5
כפר חושן,609,1949,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,310,מושב,2,מועצה אזורית מרום הגליל,0.6,0.3,0.3,1,יהודים,99.5,32.8,59.4,7.7,34.2,60.8,5.0,31.5,58.1,10.5,775.9,27.0,27.0,28.0,58.3,41.7,59.5,40.5,57.0,43.0,84.5,15.5,81.4,12.0,6.6,,43.5,2.5,51.5,0.6,1.9
כפר חיים,193,1933,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,16,מועצה אזורית עמק חפר,0.6,0.3,0.3,1,יהודים,99.8,26.6,63.4,10.0,28.2,59.8,11.9,25.0,67.0,8.0,612.5,32.0,32.0,32.0,57.7,42.3,56.6,43.4,58.8,41.2,93.0,7.0,32.7,50.6,11.8,4.9,61.8,4.2,4.9,26.3,2.8
כפר טרומן,673,1949,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",310,מושב,25,מועצה אזורית חבל מודיעין,0.7,0.4,0.3,1,יהודים,99.4,33.5,59.9,6.6,35.0,58.9,6.1,31.8,61.0,7.2,741.0,31.0,30.0,32.0,62.1,37.9,58.3,41.7,66.3,33.7,87.4,12.6,47.4,31.1,17.0,4.4,50.7,11.5,14.2,18.6,5.0
כפר ידידיה,233,1935,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,16,מועצה אזורית עמק חפר,0.6,0.3,0.3,1,יהודים,99.4,31.7,61.3,7.0,34.6,58.1,7.3,28.4,65.1,6.6,677.2,31.0,28.0,33.0,60.3,39.7,57.5,42.5,63.3,36.7,89.1,10.9,36.5,44.9,6.1,12.4,57.8,4.4,8.3,25.8,3.8
כפר יהושע,140,1927,2,מחוז הצפון,23,נפת יזרעאל,235,אזור יקנעם,242,"מטרופולין חיפה, טבעת חיצונית, גזרה מזרחית",310,מושב,9,מועצה אזורית עמק יזרעאל,0.9,0.4,0.4,1,יהודים,98.9,34.4,49.5,16.0,35.6,49.7,14.7,33.3,49.4,17.3,1103.4,34.0,33.0,35.0,56.9,43.1,57.9,42.1,56.1,43.9,93.4,6.6,41.6,16.1,28.0,14.3,62.2,3.9,4.1,26.2,3.6
כפר יחזקאל,85,1921,2,מחוז הצפון,23,נפת יזרעאל,232,עמק חרוד,,ללא שיוך למטרופולין,310,מושב,8,מועצה אזורית הגלבוע,0.8,0.4,0.4,1,יהודים,96.6,35.1,54.4,10.6,36.3,54.2,9.4,33.8,54.5,11.7,929.3,31.0,28.0,32.0,62.8,37.2,63.5,36.5,62.1,37.9,91.2,8.8,54.0,24.7,14.2,7.1,58.3,4.3,6.6,27.9,2.9
כפר יעבץ,170,1932,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,18,מועצה אזורית לב השרון,0.6,0.3,0.3,1,יהודים,100.0,38.2,54.5,7.3,38.4,55.4,6.2,38.1,53.6,8.4,932.5,28.0,27.0,28.0,59.2,40.8,59.8,40.2,58.5,41.5,88.6,11.4,81.1,10.2,5.7,3.0,52.0,33.0,9.7,3.7,1.7
כפר מונש,387,1946,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,16,מועצה אזורית עמק חפר,0.9,0.5,0.4,1,יהודים,98.3,30.1,63.4,6.4,32.5,61.8,5.6,27.4,65.2,7.4,644.8,28.0,26.0,29.0,52.3,47.7,50.5,49.5,54.2,45.8,88.8,11.2,46.0,32.4,16.6,5.0,57.8,7.7,5.7,24.1,4.7
